Name,Interests,Cluster,Journey Frequency
Shirley Joyner,"pets,movie,culture,science,food",552,700
Edmond Molino,"food,joke,sports,fashion,adventure,politics",28,750
Teresa Sims,adventure,26,279
Loretta Carrasco,"food,fashion,adventure",469,576
Joseph Lane,"science,culture,joke,food,fashion,movie,pets",307,155
Jimmy Gilmore,food,24,985
Ramon Netherton,"joke,sports,food,science,fashion",148,553
John Richards,"adventure,joke,fashion,politics,science,movie",320,879
Kimberly Shepherd,"sports,fashion,movie,food",27,143
Jean Cervera,"adventure,food,joke,politics,fashion,science",592,792
Matthew Lee,joke,14,553
Robert Hill,"joke,food,sports,movie,culture,science",160,278
Robin Brunner,"politics,movie,adventure",205,158
John Baridon,adventure,26,470
Mary Garza,culture,15,196
Isaac Reaves,"politics,pets",53,754
Kristy Cha,"pets,politics,science,culture,fashion,adventure",38,986
Natalia Lanzillo,"science,joke,culture,fashion",176,361
Lydia Becker,"pets,science,joke,politics,food",106,896
William Doyle,"adventure,politics,fashion",82,147
David Higgins,sports,8,995
Vincent Bosworth,"movie,adventure,sports",170,63
Emanuel Godfrey,"politics,adventure,fashion,sports,science,movie,culture",507,855
Rufus Baumann,adventure,26,818
Leon James,"politics,joke,sports,adventure",65,700
Susan Smith,"culture,movie,pets,adventure,food,joke,sports",364,793
Sandra Griffin,movie,11,879
Laura Yates,"joke,movie,sports,politics,food",458,369
Juan Saur,"sports,pets",49,604
Louie Willis,"politics,fashion,science,pets,movie,sports",557,518
Jerrica Meyer,"politics,sports,fashion,adventure,movie,joke",114,78
Melissa Doyle,"science,joke,movie,politics,pets,sports,culture",193,192
Jasper Thrift,"science,politics,pets,fashion,sports",191,246
Todd Klotz,joke,14,481
Mark Campbell,"politics,adventure,science,pets",432,581
Annie Seggerman,joke,14,875
Jose Adams,"pets,adventure,fashion,sports,movie,science,politics",230,474
Derrick Mattson,"joke,adventure,movie,pets,sports,politics,food",486,640
George Smith,"sports,adventure,fashion,joke,culture,politics,movie",516,777
Jenny Mccabe,"politics,sports,science",316,29
Henry Hamrick,"fashion,food,pets,politics,movie,science",577,125
Kathryn Morris,science,35,14
Kevin Gilbert,"movie,sports,science,culture",430,345
Michael Cost,"pets,adventure,fashion,sports",385,250
James Melton,"sports,science,food,culture,joke,fashion,movie",340,429
Betty Danner,"politics,sports,joke",199,240
Eric Gorsuch,"food,politics,pets,movie,adventure",527,829
Therese Pruitt,"pets,movie,adventure,sports,joke,fashion",438,785
Irene Moore,movie,11,519
Margaret Beckel,"politics,food,fashion,sports,culture",360,320
Richard Vonstein,"movie,politics,food,joke,science",493,72
Laura Ayres,"adventure,movie,science,joke,sports,politics",591,204
Christine Harris,"movie,adventure,fashion,joke",544,950
Lloyd Cash,"joke,food,culture,adventure,politics,science,sports",590,742
Sylvia Brackins,"pets,movie,joke",235,661
Edyth Rodriguez,"politics,joke,movie",100,66
Parker Roundtree,"sports,science",60,417
Brenda Scott,"fashion,joke",112,300
Joyce Hampton,"joke,movie,science,adventure,politics",546,418
Kelly Miller,"culture,adventure,joke,politics,pets",509,410
Brandon Dellosso,"food,joke,movie,pets",433,234
Clayton Pate,"politics,movie,fashion,food,adventure,pets",188,815
Bobbie Penix,"adventure,science,movie,culture,pets,joke",21,857
Brenda Mccarthy,"food,movie",63,191
Robert Chalmers,"food,science,politics,movie,pets,joke,fashion",462,880
Barbara Bernhardt,"fashion,pets,food,movie,adventure,culture,politics",249,110
Mark Arsenault,"adventure,sports,politics,fashion,movie,food,joke",351,636
Benjamin Heinz,"movie,culture,sports,food",355,186
Patsy Thomas,"culture,science,pets,joke,movie,fashion,politics",354,400
Ginny Edwards,sports,8,198
Joseph Miller,"joke,culture",45,633
Russ Taylor,"joke,adventure,culture,movie,sports,food",495,210
James Clark,"sports,food,politics,pets,adventure",525,800
Miguel Dasilva,"fashion,food,sports,politics,movie",55,491
Michael Watkins,"pets,movie,science,fashion,adventure,politics",372,21
Dawn Stuart,adventure,26,79
Stanley Kinsey,"adventure,culture",133,809
Lillian Gill,"politics,pets,movie,food",157,390
Mary Storlie,"adventure,food,sports",343,350
Kathleen Jensen,movie,11,445
Pamela Mcbee,"culture,joke,sports,pets",239,729
Johnny Campbell,"fashion,culture,sports",98,176
Germaine Ringgold,"food,politics,science",253,503
Kevin Wischmeyer,"culture,adventure",133,10
Gary Nolen,science,35,944
Patricia Paulson,"politics,culture,fashion,science,food,pets",33,431
Kevin Reitmeier,"culture,fashion,movie",369,486
Demarcus Sipp,"adventure,sports,movie",170,330
Thomas Deering,"movie,pets,food,fashion",399,685
Barbara Clifton,"politics,science,movie,pets",332,595
Curtis White,"science,food",85,517
Stacey Barbee,"fashion,adventure",119,726
Nancie Ring,"politics,movie,joke",100,164
Shawn Byers,science,35,954
John Prentice,"fashion,science,adventure",161,455
Edward Ceovantes,"science,fashion,culture,joke",176,223
Christopher Baker,"politics,science,culture,movie,food,adventure,joke",243,218
Stephanie Dubicki,"fashion,pets,culture,movie",338,128
William Towery,"adventure,science,sports,movie,fashion,politics,joke",591,563
Dianna Middlebrook,"science,fashion",52,800
Santiago Stack,food,24,874
Erin Huber,"sports,science,joke",71,582
Chasity Mccanna,"politics,pets,fashion",236,847
Henry Henderson,"joke,adventure,pets,science,sports",167,565
Thomas Palesano,"sports,science,pets,culture",202,983
Karen Silva,"science,food,movie,fashion,sports",27,507
Larry Stambaugh,"pets,culture",86,81
Alicia Becnel,"food,movie,politics",303,515
Ryan Durant,"pets,science,politics,sports,culture,fashion",363,855
Donald Wright,"politics,adventure",101,462
Angela Miller,"joke,culture,food,pets,fashion,science",528,125
Philip Horner,food,24,230
Zella Stoltzfus,"science,politics,pets,movie",332,752
Sandra Baltz,"joke,food",99,604
Timothy Wilkie,"adventure,movie",29,413
Jeanne Canter,"joke,movie,food,sports",331,825
Evelyn Madigan,adventure,26,15
Robert Rodenberg,"fashion,movie,joke,culture,science,politics,adventure",320,471
David Dalton,"fashion,culture,movie,politics,joke,pets",83,576
Peter Shawver,"movie,sports",66,550
John Beil,"movie,science,fashion,food",201,440
Jennifer Michaud,"food,joke,pets,culture",556,368
Kathleen Ramer,"pets,joke,politics,science,culture,adventure,food",441,633
James Scruggs,"movie,fashion,pets,science,joke,adventure,politics",271,12
Dale Yee,"joke,sports,movie",280,93
Irene Pigeon,"pets,food,adventure,politics,sports,joke",304,886
Lula Hite,"culture,adventure,joke",310,420
Norman Bissell,"movie,sports,joke,culture",74,185
Angela Mejia,"food,culture,pets,adventure",540,795
Pedro Calkins,"politics,joke,culture",269,795
Dolores Warren,"pets,science,food,sports",409,172
Mark Shackford,"joke,culture",45,347
Alvin Mangum,"movie,adventure,joke",208,902
Roberta Warrick,"food,sports,politics,adventure,pets",525,189
Carl Pederson,"food,culture",124,2
George Cook,"joke,culture,sports",213,731
Leona Deal,"science,food,sports,pets",409,554
Thomas Mccracken,"culture,fashion",30,194
Laurie Biffle,adventure,26,115
John Crawford,"sports,science,adventure,joke",217,747
Charla Gibbs,"culture,adventure,fashion,movie",330,165
Jeremiah Moss,"fashion,food,pets,joke",103,127
John Wilborn,"adventure,movie,science",333,540
Jim Lee,"movie,fashion,joke,food",134,26
Columbus Gist,"culture,fashion,science,movie,sports",165,681
Juan Lopez,"politics,fashion,sports,food",182,604
Cedric Johnson,"fashion,joke",112,320
Lottie Hill,joke,14,795
Richard Hoover,"adventure,joke,culture,fashion,pets,food,politics",380,629
Brian Young,"science,movie,adventure,food,sports",481,864
Jessica Melton,"joke,sports,adventure",242,282
Sondra Wright,food,24,237
Elizabeth Shary,"science,adventure",10,39
Cynthia Russ,"movie,adventure,culture,sports,food,pets",218,463
John Leon,politics,20,83
Anthony Benshoof,"adventure,joke,politics,food,pets,science,sports",500,371
Lori Tardiff,"politics,food,adventure",241,79
Michael White,pets,18,111
Christopher Palmer,"fashion,movie",77,397
William Urrutia,"fashion,movie,sports,science",466,647
Kellie Tritto,"joke,food,culture,sports,pets",23,178
Henry Thackaberry,"culture,sports,food,politics,fashion",360,102
Joseph Hayes,"politics,science,movie,food",503,729
Elenor Bruyere,pets,18,269
Mark Long,"culture,adventure,food,fashion,sports,pets,movie",376,306
Carmen King,"politics,food,fashion,joke,science,sports,adventure",28,904
Cynthia Lugo,"food,sports,adventure",343,923
Sheldon Jamieson,"adventure,pets,movie,food,politics,culture,science",16,871
Jorge Newton,"fashion,joke,science,movie",482,895
Nancy Deshazer,"adventure,culture,fashion",149,458
Jennifer Madden,"pets,adventure,sports,movie,science",181,302
Shane Beck,"science,pets,adventure,joke,sports,movie",181,680
Dorothy Wall,"politics,pets,science,food",506,282
Mary Rivas,"culture,joke,food,fashion,adventure",356,170
Julian Monnier,food,24,469
Josephine Harris,"science,joke,food",34,12
Lauren Montgomery,"pets,food,culture",6,436
John Kotson,"sports,adventure,science",206,429
Edna Savage,"adventure,politics,culture,fashion,science,movie,joke",320,74
Annette Shows,"joke,pets",93,334
Phyllis Mccullough,"sports,fashion,movie",240,186
Jessie Boudreaux,"pets,sports,adventure,politics,joke",158,915
Marguerite Prendergast,"movie,joke,pets",235,88
Christopher Cherrington,"culture,fashion,science,pets,sports",513,640
Evelyn Hoppe,"culture,politics,adventure,joke,fashion",545,188
Karin Fraction,"adventure,joke,science,culture,politics,food,pets",441,412
May South,"pets,food",32,709
Jackie Carson,"movie,food",63,695
Kathleen Brookins,"science,joke,movie",210,969
Charlie Anderson,"food,science,politics,movie,culture,fashion",428,145
Marian Skillom,"science,joke,movie,food,culture,sports,fashion",340,282
Earl Javier,"movie,sports,adventure,politics,culture,pets,science",443,103
Tracey Murphy,"politics,movie,culture",270,1000
Robert Rayburn,"pets,politics,adventure,fashion,sports,food",525,473
Micheal Schmidt,"food,science,pets,joke,culture,sports",23,407
Donna Hunter,politics,20,321
Eva Ostby,"science,joke,fashion",296,404
Gwenda Orr,"sports,science,adventure",206,251
Thomas Partch,fashion,9,672
Marian Gorrell,"sports,pets,adventure,food",566,975
Philip Mcnear,"food,politics,pets,movie",157,444
Tracy Woodruff,"politics,culture,food,adventure,sports,science",252,535
Patricia Booker,"fashion,science,adventure,politics,joke",407,893
Gilbert Allen,"fashion,movie,food,adventure",530,711
Alberta Gibbs,"sports,science,joke,politics,culture,adventure,food",590,576
Sheena Tackett,pets,18,702
Edward Holley,"politics,joke,sports,fashion",561,663
Kathleen Webb,"food,movie,fashion,adventure,joke,sports",434,496
Charles Mainolfi,"adventure,fashion,science,politics,movie,pets,joke",271,566
Douglas Cottle,"sports,fashion,movie,food,adventure,pets,culture",376,235
Mary Douglas,"movie,culture,fashion",369,431
Carlos Paschal,"politics,culture",68,279
Gerald Karr,"politics,joke,science",325,925
Suzanne Kiefer,"joke,adventure,food,pets,science",106,195
Cynthia Newman,"science,sports,movie,adventure,joke,fashion",591,767
Tommy Richardson,"fashion,adventure,science,pets",347,385
Betty Ridder,adventure,26,988
Steven Mascaro,"joke,fashion,food,culture",356,291
Virginia Banks,"fashion,movie,pets,science,adventure,sports,food",175,261
Douglas Ringrose,"food,science,movie,pets,joke,sports,politics",135,689
Larry Jaramillo,"food,culture,adventure,sports,politics,science,joke",590,757
Peter Brigance,pets,18,361
Jimmy Harrison,"culture,joke",45,300
Wanda Russell,"pets,culture,sports",172,72
John Elliott,"movie,culture,food,fashion",448,222
John Gardner,"sports,food,joke,movie",331,572
Norma Clewis,sports,8,309
Billy Hayes,pets,18,660
Linda King,"joke,politics,sports,movie",305,245
Patricia Thorn,"politics,culture,pets,fashion,movie,adventure",465,71
Ann Kincaid,"food,adventure,movie,joke",453,155
Albert Cervantes,"adventure,sports,science,movie,culture,fashion",165,998
Jerry Baggett,"fashion,adventure,food",469,401
Roberta Smith,"adventure,culture,joke,politics,food",131,283
Paul Martin,"fashion,movie,politics,science,sports,pets",557,964
Carol Pitts,"movie,pets,culture",196,564
Derek Salvage,"fashion,science,politics,adventure,movie,sports",323,884
Peggy Lastufka,"food,pets,adventure",186,124
Keith Pernell,pets,18,821
Mary Doucette,"joke,politics,science,culture,movie,adventure",546,193
Claudette Smith,"culture,food,pets,joke,movie,sports",384,817
Sheila Hamson,"pets,fashion,food",276,189
Dolly Massa,pets,18,502
Ronald Hefty,"sports,joke",78,261
Monica Lambert,"science,culture,food,sports",392,277
Jackson Johnson,"joke,science,sports,fashion",153,707
Luis Thomas,"fashion,adventure,science,culture,sports",214,264
Loretta Barnes,"politics,joke,fashion,food",490,367
Dewey Oconnor,"culture,sports,fashion,science,pets,food,joke",264,573
Gabriel Cruz,"fashion,food",76,434
Jeannette Chamberland,"joke,culture,food,pets,movie",75,626
Ben Gross,"fashion,sports,science",255,715
Rene Saltzman,sports,8,449
Amber Morgan,"food,joke,sports,culture,politics,adventure",390,610
Seth Erdmann,"culture,food,science,adventure",138,151
Marvin Brieno,"science,fashion,adventure",161,138
Melody Morrow,"politics,culture,movie",270,864
Steven Elliott,"politics,joke",4,809
Kimberly Moyer,"politics,movie,adventure,pets,sports",584,361
Kimberly Baker,"fashion,movie,science,sports,culture,politics,food",116,477
Richard Silkenson,"adventure,sports",123,446
Alice Hill,"culture,joke,science",324,757
William Peckham,joke,14,720
Angela Crass,politics,20,244
Ardith Worsham,"fashion,sports",48,349
Jamie Butler,"culture,joke,sports",213,719
Nancy Rosado,"culture,movie,fashion,science,politics",427,112
Christopher Winfield,"science,fashion,politics",460,798
Scott Alanis,"adventure,movie",29,921
William Logue,"science,movie,fashion,pets",532,425
Daniel Barr,"culture,politics,movie,science",238,376
Michelle Lazarine,"politics,adventure,pets,fashion",91,869
Joseph Remaley,"science,fashion,sports,culture,joke",107,13
Darrell Gourley,"pets,fashion,science,food,movie",577,516
Joyce Glasscock,"science,politics",51,531
Margaret Happenny,"pets,science,adventure",222,264
John Taube,"adventure,sports",123,238
Chris Jones,culture,15,589
Elsie Coulson,"food,sports,pets",189,381
Joseph Brock,"adventure,joke,science,pets,politics,culture,sports",472,518
Nicholas Depaz,"politics,culture,food,science,joke,adventure",454,926
Wendy Safford,"politics,food,joke,adventure",417,148
Nolan Fleming,"culture,adventure,politics,sports",404,664
Joan Byrd,"politics,movie",120,302
Erica Velasquez,"pets,fashion,sports,joke,movie,science,food",348,146
Alexander Young,"politics,food,pets,culture,sports,science",522,227
Robert Baker,"fashion,movie,sports,politics,joke,pets",455,862
Ruby Register,"movie,sports,joke,science",153,183
Kayla Williams,"adventure,food,joke,politics,fashion",5,736
Susanne Krafft,"pets,fashion,science",353,476
David Pastrano,"food,adventure,fashion,culture",449,922
Phyllis James,politics,20,147
Shawana Jackson,"politics,joke,food,culture",389,660
Maureen Bolling,sports,8,137
Albert Drummond,politics,20,286
Roxanne Rosner,"pets,politics,culture,fashion,science",484,651
Marie Kowalcyk,"movie,sports,science",289,248
Lawrence Morris,"sports,science,pets,adventure,joke",167,612
Ralph Sugarman,"movie,science,sports,fashion,adventure,culture",165,585
Doris Stewart,science,35,351
Maurice Long,"pets,food,sports,adventure,movie,culture,fashion",376,987
Shaunte Pierce,"sports,pets,politics,science",570,68
Joshua Reis,"food,joke,pets,science,culture,politics,fashion",442,593
Deborah Evans,"movie,food,sports,adventure,politics,culture,fashion",403,468
Jimmie Pringle,"politics,culture,joke,science,fashion,movie",320,628
Jeffrey Bowman,"movie,culture",67,262
John Staggs,"food,movie,joke,sports,politics,fashion",299,95
Andrea Brown,"science,sports,adventure,politics,joke,fashion,movie",591,599
Lorene Montalto,"politics,food,movie,fashion,science,sports,pets",419,564
Bernice Stevenson,"culture,movie,adventure,politics,food,sports,science",319,344
Laurel Hill,"food,politics,fashion,sports",182,414
Jason Semple,"pets,fashion,science,food,adventure,sports",342,770
Kenneth Vega,"pets,politics",53,508
Velma Lucero,"science,pets,adventure,movie",329,354
Jay Rivers,"pets,politics,sports,science",570,724
Jonathan Pollock,"science,culture,movie",73,460
Anthony Mcfarlane,"politics,food,fashion,sports,joke,adventure,science",28,80
James Cole,"food,fashion",76,41
Michael Beck,fashion,9,554
Lucille Roloff,"culture,joke,sports",213,824
Otis Fulgham,sports,8,474
Constance Wilson,"adventure,joke,movie,pets,culture,food,science",315,11
Eric Lee,movie,11,796
Danial Semmes,"adventure,sports,fashion",321,481
Rene Guerra,"fashion,joke,adventure",144,377
Dwayne Wicks,"fashion,joke,food",274,322
Karen Miller,"culture,joke,science",324,148
Nathaniel Eliezrie,"culture,politics,fashion",136,397
Tina Lory,"pets,adventure",115,174
Ben Stogsdill,movie,11,16
Shane Mcilwraith,"culture,joke,movie,pets,fashion",586,90
Gerald Sykes,"sports,movie,fashion,food,politics,joke,pets",12,173
John Spann,"food,sports",57,39
Johnnie Lind,"movie,fashion,pets,sports",551,785
Rita Connors,science,35,546
Samuel Lucas,"politics,science",51,162
George Amin,"science,pets,joke,culture",559,612
Florence Hubertus,"fashion,food,adventure,politics",237,891
Kelsey Lay,"culture,sports,food",328,658
Linda Morgan,"science,fashion,culture,adventure,movie,food,sports",162,102
Edward Wobbleton,"pets,culture",86,940
Donald Looney,"fashion,pets,adventure,movie,joke,politics",271,320
Markus Jarvis,"joke,pets,culture,food,politics,science,sports",256,438
Ricky Haller,food,24,901
Jennifer Murphy,"movie,adventure,culture",314,40
Andrew Duncan,"politics,joke,pets",300,836
John Bynoe,"adventure,joke,fashion,science,movie,culture",471,344
Susan Johnson,"movie,sports,politics,food,pets",203,458
Sue Guidice,"culture,fashion",30,732
Robbie Bell,"joke,movie,adventure,politics",535,424
Melvin Romo,"fashion,science,food,joke,culture,pets,adventure",528,284
Richard Mckee,"science,adventure,joke,movie,politics,pets,fashion",271,488
Jasmine Montes,"sports,movie",66,474
John Williams,"pets,food",32,640
Beverly George,pets,18,947
Cathy Huff,"sports,politics,pets,science,movie",557,910
Annie Miller,"fashion,politics",127,392
Barbara Palmer,"pets,politics,sports,joke",358,60
Mary Ramirez,"pets,culture,movie",196,965
Kyle Ferguson,"science,sports,movie,fashion,food,pets",175,631
Anna Valero,"politics,pets,fashion,joke,culture,movie,adventure",166,93
James Long,"adventure,politics,culture",345,714
Jeffrey Washington,"culture,adventure,pets",42,22
Alison Buckner,"food,pets",32,136
Michael Lopez,"science,joke,culture,food",359,279
Grace Mccollum,science,35,248
John Shipley,"adventure,food,fashion,joke,science,sports,movie",434,818
Ida Limoli,"food,fashion,movie,science,sports,culture,adventure",162,78
Leah Gale,"science,fashion,pets,sports,adventure,movie",230,29
Eloise Rodney,"sports,politics,science,food,adventure",497,740
Matthew Bearden,"politics,pets,culture",130,577
Mark Avila,"fashion,culture,science,sports,movie,adventure,pets",416,765
Patricia Thompson,"food,movie",63,732
Harvey Lentini,"adventure,culture,food,movie,sports,politics,pets",317,242
Mary Centeno,"culture,science,sports,pets,politics,movie,adventure",443,558
Mildred Desmond,"joke,movie,adventure,fashion,sports,pets,culture",548,358
Iva Lunsford,"food,culture,movie,sports,joke,pets",384,553
Rosie Scott,"adventure,food,pets",186,812
Robert Howard,"fashion,pets,food,politics,movie",157,517
Dennis Winslow,"pets,movie,adventure,food,culture",64,887
Randi Crane,culture,15,80
Benjamin Smith,food,24,165
William Eddy,"fashion,politics,joke,sports,food,culture,pets",129,132
Jack Neely,"sports,pets,movie,fashion,politics",489,566
Chase Miller,"pets,food,culture,joke,adventure,sports,politics",227,801
Maurice Perez,"movie,joke,pets,science",478,683
Camilla Teston,"food,adventure,culture,pets,joke,fashion",152,236
Benjamin Peveler,sports,8,520
Winston Dunbar,"science,food,sports,movie,culture,fashion,adventure",162,496
Linda Finney,"adventure,movie,fashion,culture,joke,science,pets",287,692
Elizabeth Hicks,"joke,food,politics",219,235
Patricia Lindenpitz,"sports,food,politics,fashion,science,pets,movie",419,281
Nicholas Orcutt,"movie,culture,science,pets",520,309
Katherine Pitts,"fashion,adventure,sports,politics,joke,pets",158,51
Jeffery Hastings,"fashion,science,adventure",161,932
Elizabeth Campos,"politics,food,fashion,movie,science,joke,adventure",278,548
Theresa Mccarville,"joke,pets",93,240
Wayne Morin,"fashion,food",76,787
Arturo Martinez,"pets,adventure,joke,culture",517,250
June Largent,"pets,politics,movie",291,30
Sandra Colbert,adventure,26,1000
Joe Peterson,"politics,adventure,culture,fashion",580,220
Albert Wiliams,"food,joke,science,pets,politics,fashion",429,368
Ashley Ford,science,35,766
Janet Bucher,"movie,sports,politics,science,food,joke",299,246
Julie Worsham,"food,adventure,politics",241,964
Maria Sprengeler,"sports,science,politics,movie,adventure,fashion,pets",230,513
Robert Martin,"fashion,sports,culture,joke,movie,science",7,247
Darrell White,"food,politics",43,548
Whitney Carter,"pets,politics",53,903
Rigoberto Mckee,sports,8,284
Jasmine Brandly,"joke,fashion,pets,sports,culture,food",264,765
David Membreno,"adventure,food,science,culture,joke",366,489
Mona Perrier,"fashion,food,pets",276,799
Rose Edwards,"sports,adventure,food,science",117,975
Shirley Morgan,"pets,food,politics,adventure,science,sports,movie",464,809
Jacob Smith,"fashion,sports,science,joke,movie,politics,culture",439,850
Harry Rael,"politics,sports,culture",150,946
Theresa Nichols,"politics,culture",68,233
Wayne Stanley,"politics,pets",53,496
Consuela Schoenberger,"science,culture,joke,adventure,food",366,252
Andrew Finger,"pets,food,science,politics,adventure",371,487
Stephanie Person,"adventure,joke,science,pets,food,fashion,sports",386,406
Glenn Byrne,"culture,joke,food,science",359,727
Nicholas Verhaag,"food,science,sports,adventure,joke,culture",198,392
Karen Gambrel,politics,20,969
Caroline Trujillo,"sports,movie,joke,fashion,pets",80,499
Diana Rey,"food,science,pets,fashion,movie",577,246
Eddie Ingle,"joke,politics",4,972
Peter Hickman,culture,15,261
Morris Westling,"adventure,fashion",119,701
Tina Hobbs,sports,8,86
Willard Fuller,politics,20,740
Laura Sampson,"fashion,politics,science,sports,food",494,811
Shirley Trotman,"science,culture,politics,fashion,pets,food,sports",549,81
Lillian Vaughn,"politics,science,joke,movie,fashion,adventure,food",278,7
Jennifer Emerson,"food,fashion,politics,culture,joke,sports,adventure",390,834
Kimberly File,"culture,food,movie,sports,pets,politics",541,819
David Sullivan,"movie,pets,joke,adventure,science,culture",21,640
Charles Dawson,"food,science",85,483
Antwan Scott,"pets,adventure,fashion,politics",91,627
Willie Thorpe,"science,culture,politics,sports,fashion,pets",363,964
Cathy Marvin,"culture,joke,science,food",359,578
Sanjuana Mackerl,"politics,fashion,sports,science",89,156
Harold Moore,"sports,joke,science,politics",487,641
Essie Broussard,"science,food,culture",352,771
Christopher Kirchoff,pets,18,454
Angela Matheny,movie,11,416
Reynaldo Winters,"food,adventure",54,476
John Watkins,"food,sports,culture,fashion,movie",387,998
Carmen Marshall,"movie,sports,science,fashion,culture,adventure",165,564
Gabrielle Gustafson,"science,politics,fashion,culture,pets,sports,adventure",363,926
Robert Clark,"sports,pets,science,politics,movie,culture",121,536
Jane Beckman,"sports,joke,culture",213,237
Nancy Hutcheson,"food,science,fashion,sports,adventure,movie",481,906
William May,"pets,movie,adventure",259,476
Kenneth Cleveland,"pets,sports,movie,politics",531,856
Francisco Grandy,"politics,movie,sports,culture,pets,science,adventure",443,375
Jeffie Slattery,"joke,sports,food,movie,science",160,530
Daisy Aguilar,"science,food,pets",62,826
Norman Siggers,"fashion,movie,adventure,science,politics,joke,food",278,474
Rose Johnson,"science,pets,fashion,culture",137,618
Danny Guerrant,"fashion,culture,politics,joke",545,572
Margaret Dingle,"science,movie,food,adventure,joke",141,468
Chad Hart,"pets,fashion",95,242
William Holmes,movie,11,676
Mary Heatherly,"adventure,movie,joke,politics,science",546,602
Adam Triana,"food,fashion",76,411
Monica Jacobs,"pets,culture,science,joke",559,20
James Winkler,"pets,movie,joke,politics",164,818
Evan Williams,"joke,sports",78,284
Wayne Davis,"adventure,culture,food,science",138,778
Gayle Woods,"politics,joke,science,food,pets,adventure,culture",441,480
Stella Russell,"pets,fashion",95,849
Ramon Gallagher,"politics,fashion,joke",294,253
Pedro Pearce,"science,adventure",10,255
Ivette Burnett,"science,politics,sports,movie,food,joke",299,419
Kalyn Turnipseed,"science,joke,food,politics",370,68
William Cohen,"food,adventure,sports,culture,fashion,movie,politics",403,927
James Vaillancourt,"food,movie,politics",303,682
Gerald Lopez,"joke,science,food",34,781
Dolores Rowe,"sports,politics,adventure,movie,food",55,297
Belinda Grams,"politics,sports,pets,joke,food",263,757
Debra Chapman,"fashion,joke,politics,adventure,movie,pets",271,554
Elizabeth Petitt,"sports,fashion,movie,culture,science",165,238
Amy Clark,"fashion,sports,science,politics",89,26
Troy Cox,"culture,science",50,14
Daniel Laughlin,culture,15,750
Norman Maciver,joke,14,800
Jay Mcclellan,"sports,food,movie,joke,culture,science",160,283
Connie Jones,"sports,adventure,politics,culture,pets,fashion",363,985
Judy Mccarter,"joke,fashion",112,877
Lisa Altman,"culture,pets",86,810
Clifford Shover,"fashion,sports,movie,science,food",27,390
Kay Webster,sports,8,522
Bruce Viens,"sports,pets,fashion,adventure,politics",118,483
Luisa Donnelly,"food,science",85,493
Jaime Lefkowitz,fashion,9,469
Brenda Britt,"science,food,sports,adventure,politics,fashion",28,840
Dawn Turner,"politics,science",51,97
Milo Rediger,"pets,sports,movie",306,942
Maria Lopez,"joke,movie,politics,fashion",362,849
Troy Rasco,"adventure,food",54,546
Edward Mauldin,"culture,movie,joke",292,455
Michael Acosta,"movie,science,sports,food,joke",160,194
Francisco Alcaraz,"sports,science",60,430
Edith Quick,"pets,fashion,culture",207,936
Susan Vaca,"adventure,politics,food,sports,science",497,241
Michael Bishop,"culture,food,fashion,science,politics,pets,joke",442,337
Sterling Boyd,food,24,557
Stephen Wilson,"adventure,joke,sports,movie,science,culture",7,499
Kevin Gallimore,"culture,science,joke,food,adventure,movie",88,33
Andrew Rodriguez,"science,sports,culture,food,joke,politics",391,93
Irving Eberhardt,"adventure,pets,culture,science",285,158
Kevin Meikle,"science,fashion",52,464
Isabel Wright,"food,adventure",54,422
Leonardo Hackworth,"sports,adventure,culture,pets,movie",393,645
Craig Newhall,"pets,movie,fashion,sports,food",203,726
Lonnie Medina,"pets,adventure",115,664
David Edwards,"pets,fashion,culture,sports",286,337
Otto Weber,"food,science,joke,movie,sports",160,971
Ingrid Rudish,movie,11,198
Michael Perez,"science,politics,pets,sports",570,287
Carol Mays,"science,fashion,pets,adventure",347,520
David Birchler,"fashion,culture,food",246,274
Brian Haney,"sports,pets,politics",92,290
Susan Day,"politics,fashion,movie,adventure,food",476,212
Daniela Munoz,"joke,pets,food",257,677
Walter Kleinpeter,"politics,joke,science,pets,culture,sports,food",256,648
Karen Bozeman,"fashion,sports,culture,food,joke,adventure",450,639
Henry Mcmillan,"politics,adventure",101,389
Donald Park,"sports,pets,food",189,242
Lawrence Peno,"sports,joke,adventure,food,fashion,culture",450,0
Allison Heflin,"pets,adventure",115,911
William White,"fashion,politics,science,food,joke",592,419
Felix Bright,"joke,pets,food,science,movie,politics,culture",155,667
Mary Gonzalez,pets,18,506
Joseph Vanconant,"food,fashion,pets",276,120
Carl Blodgett,"movie,politics,food",303,696
Freeman Slater,"science,adventure,movie,fashion",378,192
Doreen Johnson,"food,joke,pets,politics",398,648
Mary Lawrence,"culture,food,politics,adventure,movie",47,767
Micah Bartram,"sports,movie,science,food",405,698
Henrietta Rochon,movie,11,59
Reid Gayton,"pets,sports",49,75
Kristen Vanakin,fashion,9,317
Maria Todd,"science,fashion,culture,pets,joke,adventure,sports",184,701
Helen Bellamy,movie,11,615
Barbara Cervantez,"culture,science",50,332
Ray Kruse,adventure,26,139
Chris Lott,"sports,culture,pets,joke",239,500
Shara Marshall,"pets,sports,movie,joke,politics,culture",282,290
Janet Thompson,"science,politics,movie,fashion",72,70
Tommy Carlyle,"fashion,politics,science",460,772
Duane Montoya,"fashion,science,pets",353,229
Linda Moy,"adventure,politics,joke,food,fashion,science",592,570
Mandy Gharing,"pets,science,fashion,joke",228,811
